ID,customer_code,product_code,estimated_cost,quantity,unit_price,delivery_date,status,created_at
mg62mk2ttl9kp0,15112070,PROD062,1280.79,58,22.08,2025-10-09,DELIVERED,2025-09-20T04:42:16.229Z
mg62mk2tgvg41n,15112071,PROD063,3296.29,28,117.72,2025-10-03,CONFIRMED,2025-09-26T04:42:16.229Z
mg62mk2t27o5c5,15112072,PROD064,6261.74,60,104.36,2025-10-26,SHIPPED,2025-09-05T04:42:16.229Z
mg62mk2tdxmguc,15112073,PROD065,9323.46,19,490.71,2025-10-24,CANCELLED,2025-09-09T04:42:16.229Z
mg62mk2te5g143,15112074,PROD066,62.35,85,0.73,2025-10-20,PENDING,2025-09-22T04:42:16.229Z
mg62mk2t7wwiir,15112075,PROD067,2964.88,15,197.66,2025-10-01,PENDING,2025-09-01T04:42:16.229Z
mg62mk2te2pd0b,15112076,PROD068,4834.80,90,53.72,2025-10-28,SHIPPED,2025-09-21T04:42:16.229Z
mg62mk2tbkrk9z,15112077,PROD069,3850.64,1,3850.64,2025-10-17,CONFIRMED,2025-09-14T04:42:16.229Z
mg62mk2ti3zt3u,15112078,PROD070,536.50,10,53.65,2025-10-08,PENDING,2025-09-27T04:42:16.229Z
mg62mk2t3z011d,15112079,PROD071,6683.64,23,290.59,2025-10-26,PENDING,2025-09-03T04:42:16.229Z
mg62mk2tqsqx39,15112080,PROD072,7460.60,19,392.66,2025-10-03,CANCELLED,2025-09-15T04:42:16.229Z
mg62mk2tbk06ii,15112081,PROD073,2504.65,39,64.22,2025-10-20,DELIVERED,2025-09-18T04:42:16.229Z
mg62mk2tqpgqvn,15112082,PROD074,2408.65,46,52.36,2025-10-24,CANCELLED,2025-09-22T04:42:16.229Z
mg62mk2tmk5xs4,15112083,PROD075,1600.27,5,320.05,2025-10-28,CONFIRMED,2025-09-23T04:42:16.229Z
mg62mk2t011bin,15112084,PROD076,7412.88,65,114.04,2025-10-03,DELIVERED,2025-09-20T04:42:16.229Z
mg62mk2tbz2d9g,15112085,PROD077,2383.11,45,52.96,2025-10-18,CANCELLED,2025-09-18T04:42:16.229Z
mg62mk2txx51o8,15112086,PROD078,746.34,79,9.45,2025-10-04,CONFIRMED,2025-09-13T04:42:16.229Z
mg62mk2t3p127p,15112087,PROD079,2586.49,57,45.38,2025-10-10,PENDING,2025-09-08T04:42:16.229Z
mg62mk2t4wo9mo,15112088,PROD080,9031.59,84,107.52,2025-10-17,SHIPPED,2025-09-21T04:42:16.229Z
mg62mk2tz187bs,15112089,PROD081,124.22,80,1.55,2025-10-04,SHIPPED,2025-09-27T04:42:16.229Z
mg62mk2tz4mi7e,15112090,PROD082,397.23,65,6.11,2025-10-11,SHIPPED,2025-09-27T04:42:16.229Z
mg62mk2tn5v9x7,15112091,PROD083,7434.55,66,112.64,2025-10-28,SHIPPED,2025-09-07T04:42:16.229Z
mg62mk2tkvu37m,15112092,PROD084,973.79,86,11.32,2025-10-04,PENDING,2025-09-21T04:42:16.229Z
mg62mk2t5hj4en,15112093,PROD085,2775.45,71,39.09,2025-10-04,PENDING,2025-09-27T04:42:16.229Z
mg62mk2tc7dawb,15112094,PROD086,1892.80,60,31.55,2025-10-02,CONFIRMED,2025-09-30T04:42:16.229Z
mg62mk2tw1lkzl,15112095,PROD087,9971.59,32,311.61,2025-10-27,DELIVERED,2025-09-11T04:42:16.229Z
mg62mk2tyjuydb,15112096,PROD088,6802.06,44,154.59,2025-10-19,CONFIRMED,2025-09-19T04:42:16.229Z
mg62mk2t5y2djv,15112097,PROD089,4556.29,20,227.81,2025-10-29,PENDING,2025-09-19T04:42:16.229Z
mg62mk2t1bpx7d,15112098,PROD090,6389.09,17,375.83,2025-10-26,CONFIRMED,2025-09-10T04:42:16.229Z
mg62mk2trkdjga,15112099,PROD091,8614.57,74,116.41,2025-10-16,CONFIRMED,2025-09-30T04:42:16.229Z
mg62mk2tnslxiz,151120100,PROD092,9922.08,82,121.00,2025-10-05,CONFIRMED,2025-09-06T04:42:16.229Z
mg62mk2tlwqjxk,151120101,PROD093,7035.02,13,541.16,2025-10-08,DELIVERED,2025-09-06T04:42:16.229Z
mg62mk2tyqbrk4,151120102,PROD094,841.58,90,9.35,2025-10-13,CANCELLED,2025-09-09T04:42:16.229Z
mg62mk2tlvbb7h,151120103,PROD095,9392.42,28,335.44,2025-10-02,CONFIRMED,2025-09-09T04:42:16.229Z
mg62mk2t2tf515,151120104,PROD096,1267.60,19,66.72,2025-10-12,CONFIRMED,2025-09-03T04:42:16.229Z
mg62mk2ta6n86y,151120105,PROD097,1619.05,98,16.52,2025-10-11,CANCELLED,2025-09-07T04:42:16.229Z
mg62mk2tmxikeg,151120106,PROD098,4421.65,16,276.35,2025-10-17,CONFIRMED,2025-09-18T04:42:16.229Z
mg62mk2tyabxe6,151120107,PROD099,3876.10,29,133.66,2025-10-16,CONFIRMED,2025-09-09T04:42:16.229Z
mg62mk2tarkzai,151120108,PROD100,9592.12,12,799.34,2025-10-11,DELIVERED,2025-09-05T04:42:16.229Z
mg62mk2thgn7yh,151120109,PROD101,7632.39,9,848.04,2025-10-24,SHIPPED,2025-09-26T04:42:16.229Z
mg62mk2t73njzx,151120110,PROD102,7915.71,99,79.96,2025-10-11,CONFIRMED,2025-09-10T04:42:16.229Z
mg62mk2tnbdask,151120111,PROD103,7095.86,36,197.11,2025-10-03,SHIPPED,2025-09-25T04:42:16.229Z
mg62mk2ttd7n28,151120112,PROD104,9897.77,21,471.32,2025-10-10,PENDING,2025-09-11T04:42:16.229Z
mg62mk2tadd95t,151120113,PROD105,9397.70,50,187.95,2025-10-19,CANCELLED,2025-09-26T04:42:16.229Z
mg62mk2t1iishk,151120114,PROD106,9168.08,51,179.77,2025-10-12,CANCELLED,2025-09-19T04:42:16.229Z
mg62mk2tls59er,151120115,PROD107,9728.13,45,216.18,2025-10-12,DELIVERED,2025-09-08T04:42:16.229Z
mg62mk2typ16np,151120116,PROD108,9368.50,5,1873.70,2025-10-14,CONFIRMED,2025-09-06T04:42:16.229Z
mg62mk2tfuzmth,151120117,PROD109,9717.20,13,747.48,2025-10-28,CONFIRMED,2025-09-20T04:42:16.229Z
mg62mk2tos2tpo,151120118,PROD110,9322.36,94,99.17,2025-10-19,SHIPPED,2025-09-22T04:42:16.229Z
mg62mk2t1viyvb,151120119,PROD111,1770.97,65,27.25,2025-10-20,CONFIRMED,2025-09-03T04:42:16.229Z
mg62mk2t264iyy,151120120,PROD112,6382.71,50,127.65,2025-10-08,CANCELLED,2025-09-21T04:42:16.229Z
mg62mk2t8mqojf,151120121,PROD113,2489.85,32,77.81,2025-10-15,SHIPPED,2025-09-22T04:42:16.229Z
mg62mk2to6s1yo,151120122,PROD114,1441.00,32,45.03,2025-10-22,CONFIRMED,2025-09-01T04:42:16.229Z
mg62mk2tcyzaza,151120123,PROD115,9077.87,75,121.04,2025-10-18,CONFIRMED,2025-09-11T04:42:16.229Z
mg62mk2t6bl90i,151120124,PROD116,8512.92,25,340.52,2025-10-08,CONFIRMED,2025-09-09T04:42:16.229Z
mg62mk2t497yvs,151120125,PROD117,2062.68,34,60.67,2025-10-04,CONFIRMED,2025-09-13T04:42:16.229Z
mg62mk2tjmxodk,151120126,PROD118,5399.89,54,100.00,2025-10-16,CANCELLED,2025-09-29T04:42:16.229Z
mg62mk2tdscwut,151120127,PROD119,6449.61,37,174.31,2025-10-06,CANCELLED,2025-09-12T04:42:16.229Z
mg62mk2t7fl16t,151120128,PROD120,3639.78,31,117.41,2025-10-17,CONFIRMED,2025-09-16T04:42:16.229Z
mg62mk2t9ozxtv,151120129,PROD121,7693.53,43,178.92,2025-10-30,CANCELLED,2025-09-17T04:42:16.229Z
mg62mk2tatpnme,151120130,PROD122,4914.86,46,106.84,2025-10-11,SHIPPED,2025-09-22T04:42:16.229Z
mg62mk2t9edhpy,151120131,PROD123,6537.73,62,105.45,2025-10-05,DELIVERED,2025-09-27T04:42:16.229Z
mg62mk2t9zpq7a,151120132,PROD124,5484.17,46,119.22,2025-10-18,CANCELLED,2025-09-12T04:42:16.229Z
mg62mk2t76na5j,151120133,PROD125,5820.76,38,153.18,2025-10-14,PENDING,2025-09-15T04:42:16.229Z
mg62mk2tcp42d7,151120134,PROD126,7016.81,32,219.28,2025-10-30,PENDING,2025-09-25T04:42:16.229Z
mg62mk2tqsm43q,151120135,PROD127,4907.09,66,74.35,2025-10-07,CANCELLED,2025-09-05T04:42:16.229Z
mg62mk2tlkcecf,151120136,PROD128,1915.64,19,100.82,2025-10-20,PENDING,2025-09-22T04:42:16.229Z
mg62mk2t23ztr1,151120137,PROD129,4330.08,48,90.21,2025-10-28,PENDING,2025-09-01T04:42:16.229Z
mg62mk2tl326lp,151120138,PROD130,325.14,20,16.26,2025-10-09,PENDING,2025-09-20T04:42:16.229Z
mg62mk2tuz9440,151120139,PROD131,881.62,13,67.82,2025-10-07,CONFIRMED,2025-09-26T04:42:16.229Z
mg62mk2tnj9xvi,151120140,PROD132,6753.30,95,71.09,2025-10-24,SHIPPED,2025-09-03T04:42:16.229Z
mg62mk2tg304y4,151120141,PROD133,9103.66,85,107.10,2025-10-09,PENDING,2025-09-27T04:42:16.229Z
mg62mk2tpkqxel,151120142,PROD134,9569.39,59,162.19,2025-10-01,CONFIRMED,2025-09-04T04:42:16.229Z
mg62mk2tho2qk2,151120143,PROD135,9995.67,2,4997.84,2025-10-01,DELIVERED,2025-09-25T04:42:16.229Z
mg62mk2t1ycxjz,151120144,PROD136,5808.07,36,161.34,2025-10-25,PENDING,2025-09-04T04:42:16.229Z
mg62mk2tuzlyjj,151120145,PROD137,6197.49,69,89.82,2025-10-19,CONFIRMED,2025-09-17T04:42:16.229Z
mg62mk2tbp1fqs,151120146,PROD138,450.94,20,22.55,2025-10-12,DELIVERED,2025-09-23T04:42:16.229Z
mg62mk2t8qkpz4,151120147,PROD139,8079.25,12,673.27,2025-10-19,SHIPPED,2025-09-24T04:42:16.229Z
mg62mk2t57voq6,151120148,PROD140,9774.86,29,337.06,2025-10-18,CANCELLED,2025-09-28T04:42:16.229Z
mg62mk2tb3s43j,151120149,PROD141,9708.03,22,441.27,2025-10-23,DELIVERED,2025-09-12T04:42:16.229Z
mg62mk2tne7z34,151120150,PROD142,1240.66,44,28.20,2025-10-22,CANCELLED,2025-09-13T04:42:16.229Z
mg62mk2tnrw3ns,151120151,PROD143,4799.41,29,165.50,2025-10-05,PENDING,2025-09-28T04:42:16.229Z
mg62mk2tvmjkmn,151120152,PROD144,5841.06,34,171.80,2025-10-20,PENDING,2025-09-25T04:42:16.229Z
mg62mk2tdkews7,151120153,PROD145,8960.98,42,213.36,2025-10-21,CONFIRMED,2025-09-10T04:42:16.229Z
mg62mk2trnjimc,151120154,PROD146,9117.42,68,134.08,2025-10-24,CONFIRMED,2025-09-15T04:42:16.229Z
mg62mk2t3e6w7g,151120155,PROD147,6960.95,69,100.88,2025-10-03,CANCELLED,2025-09-12T04:42:16.229Z
mg62mk2tbbb8mc,151120156,PROD148,9080.58,49,185.32,2025-10-12,CANCELLED,2025-09-15T04:42:16.229Z
mg62mk2tddagqd,151120157,PROD149,4043.02,54,74.87,2025-10-26,PENDING,2025-09-12T04:42:16.229Z
mg62mk2ttrijyc,151120158,PROD150,5364.94,99,54.19,2025-10-12,DELIVERED,2025-09-10T04:42:16.229Z
mg62mk2t09a9ld,151120159,PROD151,9595.14,10,959.51,2025-10-17,CONFIRMED,2025-09-28T04:42:16.229Z
mg62mk2trafdfd,151120160,PROD152,7924.57,3,2641.52,2025-10-22,SHIPPED,2025-09-24T04:42:16.229Z
mg62mk2tn8u1m4,151120161,PROD153,4448.06,11,404.37,2025-10-26,SHIPPED,2025-09-28T04:42:16.229Z
mg62mk2tv7shqk,151120162,PROD154,1990.53,53,37.56,2025-10-28,PENDING,2025-09-24T04:42:16.229Z
mg62mk2txdetq7,151120163,PROD155,4351.15,38,114.50,2025-10-25,CONFIRMED,2025-09-28T04:42:16.229Z
mg62mk2t3taiqa,151120164,PROD156,2403.50,16,150.22,2025-10-29,PENDING,2025-09-16T04:42:16.229Z
mg62mk2tflgyj8,151120165,PROD157,7206.65,92,78.33,2025-10-07,CONFIRMED,2025-09-27T04:42:16.229Z
mg62mk2thr5lp7,151120166,PROD158,3442.63,94,36.62,2025-10-10,CONFIRMED,2025-09-17T04:42:16.229Z
mg62mk2tbgyoqg,151120167,PROD159,4040.90,60,67.35,2025-10-11,CONFIRMED,2025-09-11T04:42:16.229Z
mg62mk2tu4cfuu,151120168,PROD160,3758.62,28,134.24,2025-10-12,PENDING,2025-09-30T04:42:16.229Z
mg62mk2t9gbbvx,151120169,PROD161,5979.92,37,161.62,2025-10-19,CONFIRMED,2025-09-07T04:42:16.229Z
mg62mk2tpedut9,151120170,PROD162,7054.78,9,783.86,2025-10-23,PENDING,2025-09-13T04:42:16.229Z
mg62mk2tw01h1x,151120171,PROD163,9256.49,17,544.50,2025-10-20,SHIPPED,2025-09-21T04:42:16.229Z
mg62mk2tsrubih,151120172,PROD164,6447.03,29,222.31,2025-10-30,CONFIRMED,2025-09-20T04:42:16.229Z
mg62mk2t77yqlu,151120173,PROD165,9732.26,13,748.64,2025-10-12,CONFIRMED,2025-09-22T04:42:16.229Z
mg62mk2t8gbtvi,151120174,PROD166,8758.19,98,89.37,2025-10-04,SHIPPED,2025-09-06T04:42:16.229Z
mg62mk2tiv10zh,151120175,PROD167,6700.68,21,319.08,2025-10-17,PENDING,2025-09-11T04:42:16.229Z
mg62mk2too9mfv,151120176,PROD168,1889.70,3,629.90,2025-10-11,CANCELLED,2025-09-09T04:42:16.229Z
mg62mk2t2ufisv,151120177,PROD169,9806.73,36,272.41,2025-10-06,PENDING,2025-09-24T04:42:16.229Z
mg62mk2tzceohd,151120178,PROD170,2222.97,82,27.11,2025-10-01,SHIPPED,2025-09-23T04:42:16.229Z
mg62mk2tl52qm1,151120179,PROD171,2260.63,57,39.66,2025-10-19,DELIVERED,2025-09-29T04:42:16.229Z
mg62mk2t6yirap,151120180,PROD172,9049.49,1,9049.49,2025-10-04,DELIVERED,2025-09-13T04:42:16.229Z
mg62mk2ttp934w,151120181,PROD173,8829.95,38,232.37,2025-10-05,SHIPPED,2025-09-02T04:42:16.229Z
mg62mk2tpj327b,151120182,PROD174,4903.10,23,213.18,2025-10-25,CONFIRMED,2025-09-04T04:42:16.229Z
mg62mk2twroznt,151120183,PROD175,7082.50,44,160.97,2025-10-11,PENDING,2025-09-09T04:42:16.229Z
mg62mk2t1kadsp,151120184,PROD176,543.76,13,41.83,2025-10-02,CONFIRMED,2025-09-16T04:42:16.229Z
mg62mk2t5paevs,151120185,PROD177,6544.73,29,225.68,2025-10-29,SHIPPED,2025-09-25T04:42:16.229Z
mg62mk2tq1lbir,151120186,PROD178,3434.76,42,81.78,2025-10-06,DELIVERED,2025-09-01T04:42:16.229Z
mg62mk2tntdrkn,151120187,PROD179,5976.44,96,62.25,2025-10-07,CANCELLED,2025-09-18T04:42:16.229Z
mg62mk2tcr2nm3,151120188,PROD180,7803.75,73,106.90,2025-10-30,DELIVERED,2025-09-11T04:42:16.229Z
mg62mk2t408s2x,151120189,PROD181,1657.54,96,17.27,2025-10-27,CANCELLED,2025-09-29T04:42:16.229Z
mg62mk2tkzau55,151120190,PROD182,8936.01,50,178.72,2025-10-12,CANCELLED,2025-09-23T04:42:16.229Z
mg62mk2t0ue86k,151120191,PROD183,903.99,97,9.32,2025-10-30,PENDING,2025-09-11T04:42:16.229Z
mg62mk2tftk3w3,151120192,PROD184,6682.85,95,70.35,2025-10-18,PENDING,2025-09-18T04:42:16.229Z
mg62mk2trg9mbf,151120193,PROD185,7917.04,67,118.16,2025-10-05,PENDING,2025-09-21T04:42:16.229Z
mg62mk2tfxwcwp,151120194,PROD186,4624.66,76,60.85,2025-10-21,PENDING,2025-09-21T04:42:16.229Z
mg62mk2tp5zmhd,151120195,PROD187,132.29,76,1.74,2025-10-20,DELIVERED,2025-09-29T04:42:16.229Z
mg62mk2t47q3b3,151120196,PROD188,5574.13,18,309.67,2025-10-24,SHIPPED,2025-09-01T04:42:16.229Z
mg62mk2topxglv,151120197,PROD189,4882.12,92,53.07,2025-10-02,CONFIRMED,2025-09-17T04:42:16.229Z
mg62mk2tq5mlih,151120198,PROD190,4265.55,66,64.63,2025-10-04,CONFIRMED,2025-09-02T04:42:16.229Z
mg62mk2t4djn78,151120199,PROD191,215.57,28,7.70,2025-10-14,CONFIRMED,2025-09-24T04:42:16.229Z
mg62mk2taw8ye4,151120200,PROD192,4003.42,25,160.14,2025-10-09,SHIPPED,2025-09-06T04:42:16.229Z
mg62mk2t51s2l7,151120201,PROD193,3498.83,71,49.28,2025-10-29,SHIPPED,2025-09-24T04:42:16.229Z
mg62mk2t41wd4p,151120202,PROD194,4129.23,84,49.16,2025-10-18,DELIVERED,2025-09-29T04:42:16.229Z
mg62mk2tujhaed,151120203,PROD195,818.84,98,8.36,2025-10-13,SHIPPED,2025-09-28T04:42:16.229Z
mg62mk2to949hx,151120204,PROD196,4952.42,64,77.38,2025-10-23,DELIVERED,2025-09-25T04:42:16.229Z
mg62mk2ts65g8r,151120205,PROD197,2086.35,25,83.45,2025-10-12,DELIVERED,2025-09-11T04:42:16.229Z
mg62mk2tp6ta33,151120206,PROD198,1610.29,65,24.77,2025-10-10,PENDING,2025-09-12T04:42:16.229Z
mg62mk2tagfitb,151120207,PROD199,2746.71,37,74.24,2025-10-30,CONFIRMED,2025-09-13T04:42:16.229Z
mg62mk2txpcrtd,151120208,PROD200,318.36,42,7.58,2025-10-28,PENDING,2025-09-09T04:42:16.229Z
mg62mk2tfqxj9n,151120209,PROD201,550.53,1,550.53,2025-10-04,PENDING,2025-09-04T04:42:16.229Z
mg62mk2tp90jmk,151120210,PROD202,2101.65,46,45.69,2025-10-20,PENDING,2025-09-22T04:42:16.229Z
mg62mk2ttyoanl,151120211,PROD203,1278.45,26,49.17,2025-10-20,SHIPPED,2025-09-06T04:42:16.229Z
mg62mk2tnuuw11,151120212,PROD204,9439.55,6,1573.26,2025-10-22,CONFIRMED,2025-09-21T04:42:16.229Z
mg62mk2tkx4gkb,151120213,PROD205,5615.91,25,224.64,2025-10-30,DELIVERED,2025-09-29T04:42:16.229Z
mg62mk2ty33lc7,151120214,PROD206,340.07,25,13.60,2025-10-23,PENDING,2025-09-21T04:42:16.229Z
mg62mk2tkraj3r,151120215,PROD207,3840.45,96,40.00,2025-10-13,CANCELLED,2025-09-02T04:42:16.229Z
mg62mk2t3wep92,151120216,PROD208,423.29,79,5.36,2025-10-26,DELIVERED,2025-09-05T04:42:16.229Z
mg62mk2t1ee5yh,151120217,PROD209,6482.22,19,341.17,2025-10-16,CANCELLED,2025-09-25T04:42:16.229Z
mg62mk2t6but1v,151120218,PROD210,6711.05,82,81.84,2025-10-26,PENDING,2025-09-20T04:42:16.229Z
mg62mk2t4n9v78,151120219,PROD211,5625.81,43,130.83,2025-10-10,SHIPPED,2025-09-18T04:42:16.229Z
mg62mk2tjtbz6t,151120220,PROD212,6972.12,14,498.01,2025-10-05,DELIVERED,2025-09-03T04:42:16.229Z
mg62mk2tuligwt,151120221,PROD213,3427.98,70,48.97,2025-10-24,CANCELLED,2025-09-18T04:42:16.229Z
mg62mk2tezn7eh,151120222,PROD214,1608.02,95,16.93,2025-10-22,SHIPPED,2025-09-02T04:42:16.229Z
mg62mk2t3x61nt,151120223,PROD215,3484.62,14,248.90,2025-10-29,DELIVERED,2025-09-22T04:42:16.229Z
mg62mk2tjv71b0,151120224,PROD216,9647.73,9,1071.97,2025-10-28,DELIVERED,2025-09-02T04:42:16.229Z
mg62mk2tqdne43,151120225,PROD217,161.28,54,2.99,2025-10-04,DELIVERED,2025-09-23T04:42:16.229Z
mg62mk2tea7z89,151120226,PROD218,2612.46,91,28.71,2025-10-11,CANCELLED,2025-09-30T04:42:16.229Z
mg62mk2tut3x1r,151120227,PROD219,79.20,87,0.91,2025-10-18,PENDING,2025-09-28T04:42:16.229Z
